Epoch,Training Loss,Validation Loss,Validation Accuracy (%),Epoch Duration (s)
1,1.074696039056778,0.6190224813095703,69.72,404.85
2,0.7224051863312722,0.6422184351890423,71.56,415.62
3,0.6032310976147651,0.493980421917513,83.12,416.74
4,0.4638445795089006,0.3000982018476085,90.48,416.32
5,0.3740611463427544,0.21520910786243022,93.76,416.29
Total time (s),,,,2069.83
Test Accuracy,,,93.6,
Precision Score,,,0.9355,
Recall Score,,,0.9360,
F1-Score,,,0.9355,
Multi-Class ROC-AUC,,,0.9937,
